Numer;Powierzchnia;Rodzaj;Ulga
566/70;1138,30;R;B
566/71;500,68;R;C
566/72;1419,27;B;C
566/73;878,88;R;C
566/74;733,68;R;C
566/75;642,37;X;D
566/76;973,93;S;B
566/77;1132,66;S;D
566/78;1065,56;X;C
566/79;1103,73;X;A
566/80;968,11;B;A
566/81;1049,23;B;B
566/82;661,38;X;B
566/83;637,53;B;B
566/84;1420,59;X;C
566/85;861,03;R;C
566/86;1416,50;S;B
566/87;610,13;B;B
566/88;1329,88;B;B
566/89;958,10;X;C
566/90;732,15;B;C
566/91;684,18;S;B
566/92;505,23;B;C
566/93;1041,78;B;C
566/94;558,75;S;C
566/95;688,16;S;C
566/96;644,03;R;C
566/97;1255,90;B;C
566/98;1410,84;B;C
566/99;1078,78;R;C
567/10;926,29;X;A
567/11;1325,76;X;A
567/12;524,91;S;D
567/13;1318,02;R;D
567/14;1441,03;R;C
567/15;605,19;B;B
567/16;768,68;B;B
567/17;1439,73;R;C
567/18;776,48;S;C
567/19;989,23;S;D
567/20;1452,81;S;C
567/21;1298,02;X;B
567/22;1022,59;L;C
567/23;1045,02;B;A
567/24;1344,77;L;D
567/25;1172,40;B;C
567/26;1369,63;B;D
567/27;1364,23;B;D
567/28;1294,33;L;A
567/29;791,15;R;C
567/30;1054,12;S;D
567/31;685,00;B;A
567/32;577,54;L;C
567/33;1192,73;L;C
567/34;1054,88;L;B
567/35;1188,37;B;D
567/36;1156,40;L;D
567/37;1183,66;S;B
567/38;942,64;R;B
567/39;852,22;L;C
567/40;893,00;B;C
567/41;1324,60;X;A
567/42;1062,43;S;B
567/43;1369,81;S;C
567/44;1108,84;X;D
567/45;1174,27;L;B
567/46;761,43;L;C
567/47;1215,77;L;D
567/48;1244,81;S;B
567/49;526,83;L;C
567/50;1174,17;B;B
567/51;695,16;L;C
567/52;1392,46;S;C
567/53;528,41;B;D
567/54;754,72;B;C
567/55;1359,86;L;C
567/56;1358,38;B;B
567/57;908,05;B;A
567/58;1184,49;S;B
567/59;1088,71;B;D
567/60;1429,04;B;C
567/61;792,84;L;C
567/62;660,67;B;C
567/63;672,26;B;B
567/64;1474,64;S;C
567/65;607,76;L;B
567/66;1068,49;R;D
567/67;832,13;R;D
567/68;540,02;B;C
567/69;756,72;X;B
567/70;954,16;B;C
567/71;1022,28;B;D
567/72;995,52;X;C
567/73;1176,11;L;C
567/74;832,87;S;C
567/75;872,23;B;B
567/76;1395,97;S;D
567/77;1021,59;S;C
567/78;1246,69;R;B
567/79;907,29;L;B
567/80;724,96;S;C
567/81;995,88;R;D
567/82;717,94;L;C
567/83;1148,29;L;C
567/84;590,86;X;B
567/85;1035,65;X;A
567/86;1319,01;B;A
567/87;1246,79;X;C
567/88;953,15;R;C
567/89;1127,94;B;D
567/90;709,27;X;B
567/91;963,71;S;D
567/92;838,30;L;B
567/93;1185,09;S;C
567/94;1014,64;B;B
567/95;990,48;R;B
567/96;705,36;X;C
567/97;595,89;S;C
567/98;1489,62;R;B
567/99;757,13;B;B
568/10;994,21;S;B
568/11;1350,77;B;C
568/12;1079,47;S;B
568/13;637,76;B;C
568/14;687,00;S;B
568/15;1190,75;X;D
568/16;555,71;B;A
568/17;840,27;B;A
568/18;505,76;S;B
568/19;1307,40;R;D
568/20;1154,45;R;C
568/21;1019,43;X;B
568/22;1002,60;B;A
568/23;757,81;S;A
568/24;704,89;R;B
568/25;922,49;B;B
568/26;979,29;R;C
568/27;781,98;S;B
568/28;1023,47;R;C
568/29;730,58;R;A
568/30;1210,12;B;D
568/31;802,98;R;C
568/32;1251,76;R;C
568/33;762,29;B;C
568/34;670,05;R;A
568/35;755,39;R;C
568/36;861,20;R;C
568/37;1031,00;R;C
568/38;633,43;B;B
568/39;1104,77;B;A
568/40;1198,95;R;D
568/41;1051,57;L;B
568/42;657,02;X;C
568/43;852,58;B;B
568/44;1372,33;B;C
568/45;863,59;S;C
568/46;565,24;B;B
568/47;1413,66;B;C
568/48;787,04;B;C
568/49;704,45;X;D
568/50;598,81;L;D
568/51;1127,21;S;D
568/52;562,46;X;C
568/53;1142,36;B;C
568/54;1317,33;X;B
568/55;700,17;S;A
568/56;584,20;X;C
568/57;661,30;B;A
568/58;854,51;R;C
568/59;1327,85;B;B
568/60;1064,20;B;C
568/61;747,52;R;B
568/62;556,28;X;B
568/63;1448,98;X;C
568/64;676,92;B;A
568/65;1268,41;R;C
568/66;1270,08;B;A
568/67;670,62;X;C
568/68;1375,78;X;B
568/69;780,69;S;D
568/70;1399,17;R;C
568/71;1431,57;B;B
568/72;660,42;R;B
568/73;1223,36;B;C
568/74;848,21;B;B
568/75;519,96;X;D
568/76;722,28;X;A
568/77;689,14;S;C
568/78;1252,01;R;D
568/79;1242,47;X;A
568/80;546,44;R;A
568/81;834,15;S;C
568/82;1359,80;S;B
568/83;804,38;B;C
568/84;1055,01;R;C
568/85;507,32;X;B
568/86;628,54;S;B
568/87;1133,91;B;A
568/88;1295,54;X;C
568/89;708,15;B;A
568/90;994,49;R;B
568/91;1058,01;R;C
568/92;967,93;B;D
568/93;1225,56;X;B
568/94;1394,78;B;D
568/95;1346,30;X;C
568/96;1258,82;B;C
568/97;1043,55;X;D
568/98;892,88;S;B
568/99;1230,34;S;A
569/10;1410,29;X;C
569/11;663,59;R;B
569/12;1315,23;B;B
569/13;1053,25;S;C
569/14;1182,38;X;D
569/15;1360,95;X;D
569/16;1077,55;R;B
569/17;874,63;R;A
569/18;903,60;S;C
569/19;1427,05;B;B
569/20;1268,60;L;C
569/21;1098,63;S;B
569/22;848,41;X;C
569/23;1462,72;R;C
569/24;580,77;B;D
569/25;979,59;B;C
569/26;726,34;B;A
569/27;596,93;S;B
569/28;672,35;S;C
569/29;1397,27;B;C
569/30;795,01;B;B
569/31;965,31;X;D
569/32;1477,99;S;B
569/33;578,78;S;C
569/34;1365,06;X;C
569/35;1418,71;X;B
569/36;1392,11;B;D
569/37;1080,54;S;C
569/38;1187,96;B;C
569/39;1175,90;X;B
569/40;731,06;B;C
569/41;947,62;S;C
569/42;805,82;S;D
569/43;1162,17;X;C
569/44;878,08;L;C
569/45;858,49;X;A
569/46;1401,84;L;C
569/47;643,80;X;A
569/48;1004,92;X;C
569/49;539,90;B;D
569/50;604,35;X;B
569/51;510,03;L;B
569/52;1170,03;X;C
569/53;1079,80;S;C
569/54;906,59;L;C
569/55;797,66;X;B
569/56;1037,93;X;D
569/57;681,99;L;C
569/58;1024,40;S;B
569/59;835,60;L;C
569/60;639,94;X;C
569/61;1096,88;B;C
569/62;707,38;S;D
569/63;1392,85;X;A
569/64;1394,19;S;C
569/65;529,72;B;C
569/66;587,28;B;D
569/67;899,97;B;B
569/68;768,60;L;C
569/69;650,35;L;C
569/70;1277,87;B;C
569/71;1171,37;L;D
569/72;1191,91;L;D
569/73;938,99;L;A
569/74;1068,08;R;D
569/75;839,77;S;B
569/76;574,17;B;C
569/77;1098,06;X;B
569/78;1241,76;L;C
569/79;569,02;B;B
569/80;580,79;B;A
569/81;1107,70;R;C
569/82;908,62;R;B
569/83;725,07;L;C
569/84;1164,74;X;B
569/85;1102,77;L;D
569/86;1486,15;B;B
569/87;663,71;B;A
569/88;528,05;B;B
569/89;1164,30;X;D
569/90;789,79;R;C
569/91;728,79;R;A
569/92;655,91;S;B
569/93;856,37;X;C
569/94;664,76;S;B
569/95;776,75;R;D
569/96;698,57;R;A
569/97;872,80;S;C
569/98;949,06;B;C
569/99;921,14;R;C
570/10;773,90;R;C
570/11;718,43;S;B
570/12;867,81;B;B
570/13;995,49;R;C
570/14;957,59;R;D
570/15;674,87;R;B
570/16;1136,24;X;A
570/17;1182,76;S;A
570/18;1054,16;X;D
570/19;1121,66;X;C
570/20;1042,23;B;A
570/21;940,05;X;D
570/22;1398,44;X;A
570/23;1271,52;S;B
570/24;856,46;X;D
570/25;1470,32;R;A
570/26;1271,83;S;D
570/27;806,93;S;B
570/28;1083,57;R;B
570/29;988,94;S;C
570/30;566,80;X;D
570/31;741,61;R;A
570/32;597,18;X;C
570/33;1149,49;B;B
570/34;1320,29;R;C
570/35;813,88;S;B
570/36;1360,60;B;C
570/37;655,91;R;C
570/38;871,21;X;A
570/39;1334,64;S;D
570/40;694,11;S;C
570/41;1018,83;X;A
570/42;1115,76;S;A
570/43;1099,03;R;B
570/44;798,97;B;D
570/45;925,63;S;C
570/46;837,35;X;B
570/47;792,72;B;D
570/48;562,42;X;D
570/49;744,35;R;C
570/50;1442,07;S;A
570/51;733,08;X;B
570/52;750,63;S;C
570/53;1171,30;R;B
570/54;582,07;S;C
570/55;709,73;B;A
570/56;1466,33;X;D
570/57;1065,55;B;B
570/58;942,61;B;C
570/59;597,92;S;D
570/60;1412,97;R;B
570/61;991,03;B;B
570/62;1079,24;X;C
570/63;1418,41;L;A
570/64;1455,96;S;A
570/65;1224,73;L;B
570/66;1328,36;B;B
570/67;990,38;S;B
570/68;754,20;X;C
570/69;1235,38;R;B
570/70;912,08;B;A
570/71;707,01;R;A
570/72;767,90;B;B
570/73;804,04;S;B
570/74;655,16;B;B
570/75;1488,67;B;B
570/76;1454,30;B;A
570/77;871,61;S;B
570/78;1308,38;X;C
570/79;782,83;B;D
570/80;1373,64;B;B
570/81;759,28;S;B
570/82;1055,98;B;B
570/83;1012,99;B;A
570/84;779,91;B;C
570/85;722,37;X;C
570/86;618,34;B;D
570/87;886,08;S;A
570/88;1361,63;X;B
570/89;807,84;L;C
570/90;995,94;S;B
570/91;1357,02;R;C
570/92;532,83;B;B
570/93;1182,87;R;B
570/94;1218,07;B;A
570/95;888,61;L;C
570/96;1210,05;R;C
570/97;1110,46;B;C
570/98;1027,33;L;B
570/99;611,76;X;C
571/10;1272,18;X;D
571/11;1300,48;S;A
571/12;1209,76;R;B
571/13;1238,66;S;A
571/14;1054,60;L;D
571/15;1439,92;X;C
571/16;675,41;S;A
571/17;1446,00;B;C
571/18;1401,94;S;D
571/19;690,99;B;C
571/20;1459,73;X;B
571/21;1203,11;B;D
571/22;992,44;L;B
571/23;983,14;X;C
571/24;605,79;L;A
571/25;649,73;X;A
571/26;1214,91;L;A
571/27;871,13;X;B
571/28;586,67;X;C
571/29;916,38;S;C
571/30;1015,90;X;B
571/31;1414,30;S;B
571/32;1008,65;S;D
571/33;1161,77;B;A
571/34;918,67;R;D
571/35;1460,90;X;C
571/36;742,67;B;B
571/37;991,06;B;C
571/38;1380,29;B;C
571/39;1024,93;X;A
571/40;1073,18;L;D
571/41;899,51;X;A
571/42;1302,67;L;C
571/43;770,57;B;B
571/44;993,48;S;D
571/45;1189,15;L;B
571/46;881,49;S;C
571/47;1291,56;R;B
571/48;601,48;S;C
571/49;1341,79;B;C
571/50;954,05;B;B
571/51;971,82;X;A
571/52;1438,02;L;D
571/53;1030,35;B;D
571/54;1236,18;B;C
571/55;758,40;X;C
571/56;1408,69;B;D
571/57;970,44;B;B
571/58;935,27;X;C
571/59;510,46;X;A
571/60;1431,20;B;D
571/61;1075,49;L;A
571/62;576,18;B;A
571/63;888,68;X;C
571/64;986,38;X;C
571/65;1459,41;R;C
571/66;1073,44;X;C
571/67;1498,21;B;B
571/68;1097,17;X;B
571/69;557,55;L;B
571/70;939,97;S;C
571/71;641,99;S;B
571/72;1220,93;R;B
571/73;974,86;L;C
571/74;1290,14;X;D
571/75;680,72;B;D
571/76;520,78;R;B
571/77;837,60;X;C
571/78;1271,90;S;C
571/79;512,35;B;B
571/80;984,28;B;D
571/81;844,23;S;C
571/82;1438,96;B;C
571/83;1264,45;S;B
571/84;1352,72;B;D
571/85;1289,43;B;C
571/86;669,43;R;B
571/87;672,84;B;B
571/88;1216,20;X;B
571/89;510,58;S;C
571/90;639,85;B;B
571/91;1211,29;R;C
571/92;1307,85;S;D
571/93;631,82;R;C
571/94;1292,23;R;A
571/95;1153,81;B;A
571/96;735,43;R;D
571/97;851,80;R;A
571/98;756,19;R;C
571/99;758,79;B;B
572/10;1319,76;S;C
572/11;607,62;R;B
572/12;696,39;X;B
572/13;1468,71;B;D
572/14;1425,82;S;B
572/15;1172,51;B;D
572/16;1389,96;S;C
572/17;1048,21;L;A
572/18;659,89;S;A
572/19;962,90;X;C
572/20;891,06;X;D
572/21;1309,56;B;D
572/22;1372,83;R;D
572/23;748,65;S;B
572/24;683,58;B;C
572/25;689,55;R;C
572/26;1261,30;X;A
572/27;1467,04;B;C
572/28;1059,04;X;C
572/29;1017,65;S;D
572/30;534,41;R;A
572/31;630,87;B;D
572/32;960,79;B;C
572/33;1135,56;X;D
572/34;523,23;L;D
572/35;882,15;B;C
572/36;844,95;R;C
572/37;1462,24;S;B
572/38;834,65;S;A
572/39;1333,25;B;A
572/40;1081,20;B;D
572/41;722,42;X;D
572/42;1135,59;R;C
572/43;808,27;S;A
572/44;1234,17;S;B
572/45;1031,98;B;B
572/46;1304,65;L;B
572/47;1197,18;X;C
572/48;692,72;X;A
572/49;1378,20;S;C
572/50;502,23;R;B
572/51;624,33;X;A
572/52;748,95;L;B
572/53;609,17;S;C
572/54;892,43;B;C
572/55;813,24;X;C
572/56;1084,76;S;B
572/57;679,15;X;C
572/58;1130,34;X;D
572/59;1302,52;S;B
